
Integration time [ms]:   0,050
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 7516255SP
Wave   ;Sample   ;Dark     ;Reference
209,400;  64,149;    0,000;    0,000
210,000;  60,506;    0,000;    0,000
210,600;  86,295;    0,000;    0,000
211,200;  66,769;    0,000;    0,000
211,800;  64,205;    0,000;    0,000
212,400;  72,202;    0,000;    0,000
213,000;  51,436;    0,000;    0,000
213,600;  86,524;    0,000;    0,000
214,200;  61,784;    0,000;    0,000
214,800;  79,766;    0,000;    0,000
215,400;  69,468;    0,000;    0,000
216,000;  73,641;    0,000;    0,000
216,600;  82,003;    0,000;    0,000
217,200;  64,926;    0,000;    0,000
217,800;  77,660;    0,000;    0,000
218,400;  90,543;    0,000;    0,000
219,000;  84,185;    0,000;    0,000
219,600;  91,597;    0,000;    0,000
220,200;  91,235;    0,000;    0,000
220,800;  107,212;    0,000;    0,000
221,400;  86,957;    0,000;    0,000
222,000;  108,730;    0,000;    0,000
222,600;  85,670;    0,000;    0,000
223,200;  105,036;    0,000;    0,000
223,800;  99,429;    0,000;    0,000
224,400;  83,720;    0,000;    0,000
225,000;  113,601;    0,000;    0,000
225,600;  94,725;    0,000;    0,000
226,200;  118,047;    0,000;    0,000
226,800;  111,730;    0,000;    0,000
227,400;  106,545;    0,000;    0,000
228,000;  93,177;    0,000;    0,000
228,600;  112,119;    0,000;    0,000
229,200;  120,361;    0,000;    0,000
229,800;  121,335;    0,000;    0,000
230,400;  111,672;    0,000;    0,000
231,000;  124,252;    0,000;    0,000
231,600;  122,145;    0,000;    0,000
232,200;  106,411;    0,000;    0,000
232,800;  116,402;    0,000;    0,000
233,400;  143,962;    0,000;    0,000
234,000;  146,546;    0,000;    0,000
234,600;  128,935;    0,000;    0,000
235,200;  124,414;    0,000;    0,000
235,800;  125,423;    0,000;    0,000
236,400;  141,585;    0,000;    0,000
237,000;  156,906;    0,000;    0,000
237,600;  136,110;    0,000;    0,000
238,200;  132,788;    0,000;    0,000
238,800;  158,711;    0,000;    0,000
239,400;  129,682;    0,000;    0,000
240,000;  173,664;    0,000;    0,000
240,600;  151,064;    0,000;    0,000
241,200;  134,424;    0,000;    0,000
241,800;  169,960;    0,000;    0,000
242,400;  165,944;    0,000;    0,000
243,000;  151,730;    0,000;    0,000
243,600;  173,862;    0,000;    0,000
244,200;  161,219;    0,000;    0,000
244,800;  178,871;    0,000;    0,000
245,400;  175,714;    0,000;    0,000
246,000;  192,683;    0,000;    0,000
246,600;  165,550;    0,000;    0,000
247,200;  177,738;    0,000;    0,000
247,800;  174,258;    0,000;    0,000
248,400;  172,453;    0,000;    0,000
249,000;  137,061;    0,000;    0,000
249,600;  198,035;    0,000;    0,000
250,200;  165,462;    0,000;    0,000
250,800;  197,820;    0,000;    0,000
251,400;  194,260;    0,000;    0,000
252,000;  161,723;    0,000;    0,000
252,600;  194,663;    0,000;    0,000
253,200;  196,630;    0,000;    0,000
253,800;  215,688;    0,000;    0,000
254,400;  200,962;    0,000;    0,000
255,000;  221,643;    0,000;    0,000
255,600;  199,599;    0,000;    0,000
256,200;  188,234;    0,000;    0,000
256,800;  215,006;    0,000;    0,000
257,400;  221,787;    0,000;    0,000
258,000;  221,738;    0,000;    0,000
258,600;  211,035;    0,000;    0,000
259,200;  212,245;    0,000;    0,000
259,800;  180,548;    0,000;    0,000
260,400;  240,681;    0,000;    0,000
261,000;  228,387;    0,000;    0,000
261,600;  227,398;    0,000;    0,000
262,200;  217,223;    0,000;    0,000
262,800;  228,332;    0,000;    0,000
263,400;  243,149;    0,000;    0,000
264,000;  228,889;    0,000;    0,000
264,600;  241,308;    0,000;    0,000
265,200;  240,062;    0,000;    0,000
265,800;  216,310;    0,000;    0,000
266,400;  274,915;    0,000;    0,000
267,000;  250,546;    0,000;    0,000
267,600;  254,960;    0,000;    0,000
268,200;  290,794;    0,000;    0,000
268,800;  248,907;    0,000;    0,000
269,400;  233,279;    0,000;    0,000
270,000;  244,919;    0,000;    0,000
270,600;  239,727;    0,000;    0,000
271,200;  287,045;    0,000;    0,000
271,800;  292,628;    0,000;    0,000
272,400;  246,449;    0,000;    0,000
273,000;  279,576;    0,000;    0,000
273,600;  288,449;    0,000;    0,000
274,200;  268,762;    0,000;    0,000
274,800;  293,490;    0,000;    0,000
275,400;  286,269;    0,000;    0,000
276,000;  280,875;    0,000;    0,000
276,600;  314,546;    0,000;    0,000
277,200;  305,476;    0,000;    0,000
277,800;  263,871;    0,000;    0,000
278,400;  301,216;    0,000;    0,000
279,000;  285,311;    0,000;    0,000
279,600;  299,685;    0,000;    0,000
280,200;  329,674;    0,000;    0,000
280,800;  310,267;    0,000;    0,000
281,400;  358,286;    0,000;    0,000
282,000;  323,502;    0,000;    0,000
282,600;  314,044;    0,000;    0,000
283,200;  326,919;    0,000;    0,000
283,800;  343,643;    0,000;    0,000
284,400;  298,980;    0,000;    0,000
285,000;  293,305;    0,000;    0,000
285,600;  335,340;    0,000;    0,000
286,200;  330,679;    0,000;    0,000
286,800;  316,462;    0,000;    0,000
287,400;  337,554;    0,000;    0,000
288,000;  307,062;    0,000;    0,000
288,600;  311,364;    0,000;    0,000
289,200;  360,488;    0,000;    0,000
289,800;  338,049;    0,000;    0,000
290,400;  359,796;    0,000;    0,000
291,000;  381,107;    0,000;    0,000
291,600;  358,243;    0,000;    0,000
292,200;  335,391;    0,000;    0,000
292,800;  322,840;    0,000;    0,000
293,400;  335,756;    0,000;    0,000
294,000;  384,430;    0,000;    0,000
294,600;  425,441;    0,000;    0,000
295,200;  356,008;    0,000;    0,000
295,800;  344,895;    0,000;    0,000
296,400;  387,113;    0,000;    0,000
297,000;  370,026;    0,000;    0,000
297,600;  386,016;    0,000;    0,000
298,200;  339,587;    0,000;    0,000
298,800;  400,089;    0,000;    0,000
299,400;  384,292;    0,000;    0,000
300,000;  387,046;    0,000;    0,000
300,600;  406,915;    0,000;    0,000
301,200;  404,659;    0,000;    0,000
301,800;  400,580;    0,000;    0,000
302,400;  416,117;    0,000;    0,000
303,000;  442,423;    0,000;    0,000
303,600;  467,220;    0,000;    0,000
304,200;  414,968;    0,000;    0,000
304,800;  449,225;    0,000;    0,000
305,400;  368,311;    0,000;    0,000
306,000;  423,606;    0,000;    0,000
306,600;  422,272;    0,000;    0,000
307,200;  434,752;    0,000;    0,000
307,800;  424,075;    0,000;    0,000
308,400;  463,600;    0,000;    0,000
309,000;  442,879;    0,000;    0,000
309,600;  486,941;    0,000;    0,000
310,200;  422,266;    0,000;    0,000
310,800;  460,715;    0,000;    0,000
311,400;  405,424;    0,000;    0,000
312,000;  449,371;    0,000;    0,000
312,600;  456,296;    0,000;    0,000
313,200;  463,076;    0,000;    0,000
313,800;  484,489;    0,000;    0,000
314,400;  434,239;    0,000;    0,000
315,000;  463,664;    0,000;    0,000
315,600;  475,388;    0,000;    0,000
316,200;  445,196;    0,000;    0,000
316,800;  456,039;    0,000;    0,000
317,400;  468,420;    0,000;    0,000
318,000;  515,203;    0,000;    0,000
318,600;  478,532;    0,000;    0,000
319,200;  477,235;    0,000;    0,000
319,800;  477,986;    0,000;    0,000
320,400;  484,487;    0,000;    0,000
321,000;  494,494;    0,000;    0,000
321,600;  503,162;    0,000;    0,000
322,200;  452,634;    0,000;    0,000
322,800;  470,678;    0,000;    0,000
323,400;  478,375;    0,000;    0,000
324,000;  465,500;    0,000;    0,000
324,600;  548,809;    0,000;    0,000
325,200;  517,431;    0,000;    0,000
325,800;  492,267;    0,000;    0,000
326,400;  499,239;    0,000;    0,000
327,000;  482,362;    0,000;    0,000
327,600;  483,470;    0,000;    0,000
328,200;  498,740;    0,000;    0,000
328,800;  518,831;    0,000;    0,000
329,400;  549,723;    0,000;    0,000
330,000;  553,190;    0,000;    0,000
330,600;  481,563;    0,000;    0,000
331,200;  559,640;    0,000;    0,000
331,800;  504,307;    0,000;    0,000
332,400;  527,795;    0,000;    0,000
333,000;  552,584;    0,000;    0,000
333,600;  540,278;    0,000;    0,000
334,200;  482,233;    0,000;    0,000
334,800;  560,632;    0,000;    0,000
335,400;  540,445;    0,000;    0,000
336,000;  523,678;    0,000;    0,000
336,600;  574,679;    0,000;    0,000
337,200;  544,155;    0,000;    0,000
337,800;  542,901;    0,000;    0,000
338,400;  538,872;    0,000;    0,000
339,000;  563,194;    0,000;    0,000
339,600;  606,557;    0,000;    0,000
340,200;  534,737;    0,000;    0,000
340,800;  595,072;    0,000;    0,000
341,400;  566,652;    0,000;    0,000
342,000;  579,811;    0,000;    0,000
342,600;  598,769;    0,000;    0,000
343,200;  596,850;    0,000;    0,000
343,800;  553,061;    0,000;    0,000
344,400;  567,803;    0,000;    0,000
345,000;  577,657;    0,000;    0,000
345,600;  569,251;    0,000;    0,000
346,200;  536,398;    0,000;    0,000
346,800;  582,963;    0,000;    0,000
347,400;  564,324;    0,000;    0,000
348,000;  631,807;    0,000;    0,000
348,600;  578,486;    0,000;    0,000
349,200;  665,123;    0,000;    0,000
349,800;  598,128;    0,000;    0,000
350,400;  635,320;    0,000;    0,000
351,000;  585,221;    0,000;    0,000
351,600;  625,038;    0,000;    0,000
352,200;  584,122;    0,000;    0,000
352,800;  609,916;    0,000;    0,000
353,400;  586,908;    0,000;    0,000
354,000;  641,029;    0,000;    0,000
354,600;  626,829;    0,000;    0,000
355,200;  623,526;    0,000;    0,000
355,800;  613,769;    0,000;    0,000
356,400;  661,530;    0,000;    0,000
357,000;  629,235;    0,000;    0,000
357,600;  637,216;    0,000;    0,000
358,200;  624,895;    0,000;    0,000
358,800;  705,352;    0,000;    0,000
359,400;  590,921;    0,000;    0,000
360,000;  657,519;    0,000;    0,000
360,600;  606,369;    0,000;    0,000
361,200;  634,610;    0,000;    0,000
361,800;  631,431;    0,000;    0,000
362,400;  651,554;    0,000;    0,000
363,000;  637,501;    0,000;    0,000
363,600;  651,189;    0,000;    0,000
364,200;  657,003;    0,000;    0,000
364,800;  650,914;    0,000;    0,000
365,400;  691,899;    0,000;    0,000
366,000;  651,529;    0,000;    0,000
366,600;  662,040;    0,000;    0,000
367,200;  707,353;    0,000;    0,000
367,800;  651,644;    0,000;    0,000
368,400;  704,853;    0,000;    0,000
369,000;  643,062;    0,000;    0,000
369,600;  685,730;    0,000;    0,000
370,200;  728,046;    0,000;    0,000
370,800;  652,311;    0,000;    0,000
371,400;  667,560;    0,000;    0,000
372,000;  719,665;    0,000;    0,000
372,600;  661,157;    0,000;    0,000
373,200;  670,740;    0,000;    0,000
373,800;  662,760;    0,000;    0,000
374,400;  719,687;    0,000;    0,000
375,000;  677,062;    0,000;    0,000
375,600;  719,604;    0,000;    0,000
376,200;  701,703;    0,000;    0,000
376,800;  701,843;    0,000;    0,000
377,400;  681,439;    0,000;    0,000
378,000;  721,720;    0,000;    0,000
378,600;  719,166;    0,000;    0,000
379,200;  672,061;    0,000;    0,000
379,800;  721,085;    0,000;    0,000
380,400;  765,118;    0,000;    0,000
381,000;  744,142;    0,000;    0,000
381,600;  714,976;    0,000;    0,000
382,200;  727,925;    0,000;    0,000
382,800;  712,442;    0,000;    0,000
383,400;  783,714;    0,000;    0,000
384,000;  730,139;    0,000;    0,000
384,600;  687,244;    0,000;    0,000
385,200;  760,176;    0,000;    0,000
385,800;  739,781;    0,000;    0,000
386,400;  668,101;    0,000;    0,000
387,000;  773,318;    0,000;    0,000
387,600;  721,905;    0,000;    0,000
388,200;  711,678;    0,000;    0,000
388,800;  726,823;    0,000;    0,000
389,400;  752,399;    0,000;    0,000
390,000;  704,737;    0,000;    0,000
390,600;  700,114;    0,000;    0,000
391,200;  751,230;    0,000;    0,000
391,800;  811,976;    0,000;    0,000
392,400;  762,538;    0,000;    0,000
393,000;  715,133;    0,000;    0,000
393,600;  762,173;    0,000;    0,000
394,200;  700,780;    0,000;    0,000
394,800;  726,085;    0,000;    0,000
395,400;  721,818;    0,000;    0,000
396,000;  747,953;    0,000;    0,000
396,600;  783,529;    0,000;    0,000
397,200;  769,816;    0,000;    0,000
397,800;  758,887;    0,000;    0,000
398,400;  732,200;    0,000;    0,000
399,000;  750,066;    0,000;    0,000
399,600;  791,046;    0,000;    0,000
400,200;  776,711;    0,000;    0,000
400,800;  761,026;    0,000;    0,000
401,400;  791,321;    0,000;    0,000
402,000;  782,214;    0,000;    0,000
402,600;  719,841;    0,000;    0,000
403,200;  794,123;    0,000;    0,000
403,800;  824,453;    0,000;    0,000
404,400;  804,066;    0,000;    0,000
405,000;  779,532;    0,000;    0,000
405,600;  767,166;    0,000;    0,000
406,200;  746,944;    0,000;    0,000
406,800;  780,080;    0,000;    0,000
407,400;  810,737;    0,000;    0,000
408,000;  787,825;    0,000;    0,000
408,600;  787,741;    0,000;    0,000
409,200;  816,666;    0,000;    0,000
409,800;  811,676;    0,000;    0,000
410,400;  802,912;    0,000;    0,000
411,000;  818,085;    0,000;    0,000
411,600;  846,560;    0,000;    0,000
412,200;  871,463;    0,000;    0,000
412,800;  790,553;    0,000;    0,000
413,400;  766,463;    0,000;    0,000
414,000;  794,260;    0,000;    0,000
414,600;  780,635;    0,000;    0,000
415,200;  755,149;    0,000;    0,000
415,800;  766,475;    0,000;    0,000
416,400;  797,323;    0,000;    0,000
417,000;  827,258;    0,000;    0,000
417,600;  792,195;    0,000;    0,000
418,200;  781,718;    0,000;    0,000
418,800;  869,662;    0,000;    0,000
419,400;  814,320;    0,000;    0,000
420,000;  803,684;    0,000;    0,000
420,600;  812,496;    0,000;    0,000
421,200;  800,227;    0,000;    0,000
421,800;  785,108;    0,000;    0,000
422,400;  806,574;    0,000;    0,000
423,000;  821,641;    0,000;    0,000
423,600;  830,406;    0,000;    0,000
424,200;  852,682;    0,000;    0,000
424,800;  860,922;    0,000;    0,000
425,400;  858,150;    0,000;    0,000
426,000;  860,193;    0,000;    0,000
426,600;  810,339;    0,000;    0,000
427,200;  811,451;    0,000;    0,000
427,800;  781,806;    0,000;    0,000
428,400;  863,033;    0,000;    0,000
429,000;  838,835;    0,000;    0,000
429,600;  823,508;    0,000;    0,000
430,200;  882,224;    0,000;    0,000
430,800;  827,748;    0,000;    0,000
431,400;  831,575;    0,000;    0,000
432,000;  877,540;    0,000;    0,000
432,600;  897,306;    0,000;    0,000
433,200;  828,799;    0,000;    0,000
433,800;  891,865;    0,000;    0,000
434,400;  872,506;    0,000;    0,000
435,000;  856,698;    0,000;    0,000
435,600;  798,270;    0,000;    0,000
436,200;  895,384;    0,000;    0,000
436,800;  890,331;    0,000;    0,000
437,400;  802,683;    0,000;    0,000
438,000;  901,417;    0,000;    0,000
438,600;  880,865;    0,000;    0,000
439,200;  887,957;    0,000;    0,000
439,800;  917,364;    0,000;    0,000
440,400;  903,015;    0,000;    0,000
441,000;  839,160;    0,000;    0,000
441,600;  867,819;    0,000;    0,000
442,200;  783,560;    0,000;    0,000
442,800;  857,617;    0,000;    0,000
443,400;  799,775;    0,000;    0,000
444,000;  871,947;    0,000;    0,000
444,600;  849,692;    0,000;    0,000
445,200;  892,534;    0,000;    0,000
445,800;  839,959;    0,000;    0,000
446,400;  875,969;    0,000;    0,000
447,000;  909,810;    0,000;    0,000
447,600;  926,863;    0,000;    0,000
448,200;  897,283;    0,000;    0,000
448,800;  877,735;    0,000;    0,000
449,400;  894,776;    0,000;    0,000
450,000;  861,926;    0,000;    0,000
450,600;  832,535;    0,000;    0,000
451,200;  846,724;    0,000;    0,000
451,800;  866,468;    0,000;    0,000
452,400;  813,737;    0,000;    0,000
453,000;  856,891;    0,000;    0,000
453,600;  897,601;    0,000;    0,000
454,200;  853,172;    0,000;    0,000
454,800;  950,346;    0,000;    0,000
455,400;  891,714;    0,000;    0,000
456,000;  960,439;    0,000;    0,000
456,600;  871,481;    0,000;    0,000
457,200;  845,039;    0,000;    0,000
457,800;  853,040;    0,000;    0,000
458,400;  910,496;    0,000;    0,000
459,000;  915,164;    0,000;    0,000
459,600;  856,512;    0,000;    0,000
460,200;  906,607;    0,000;    0,000
460,800;  918,503;    0,000;    0,000
461,400;  841,918;    0,000;    0,000
462,000;  904,885;    0,000;    0,000
462,600;  848,450;    0,000;    0,000
463,200;  861,774;    0,000;    0,000
463,800;  919,052;    0,000;    0,000
464,400;  902,329;    0,000;    0,000
465,000;  821,596;    0,000;    0,000
465,600;  872,398;    0,000;    0,000
466,200;  874,481;    0,000;    0,000
466,800;  844,620;    0,000;    0,000
467,400;  879,287;    0,000;    0,000
468,000;  939,953;    0,000;    0,000
468,600;  879,616;    0,000;    0,000
469,200;  914,188;    0,000;    0,000
469,800;  893,656;    0,000;    0,000
470,400;  862,169;    0,000;    0,000
471,000;  933,875;    0,000;    0,000
471,600;  889,881;    0,000;    0,000
472,200;  923,008;    0,000;    0,000
472,800;  910,504;    0,000;    0,000
473,400;  882,909;    0,000;    0,000
474,000;  840,658;    0,000;    0,000
474,600;  951,368;    0,000;    0,000
475,200;  909,379;    0,000;    0,000
475,800;  860,598;    0,000;    0,000
476,400;  872,194;    0,000;    0,000
477,000;  928,525;    0,000;    0,000
477,600;  888,459;    0,000;    0,000
478,200;  905,898;    0,000;    0,000
478,800;  890,275;    0,000;    0,000
479,400;  932,735;    0,000;    0,000
480,000;  931,212;    0,000;    0,000
480,600;  981,126;    0,000;    0,000
481,200;  909,846;    0,000;    0,000
481,800;  872,608;    0,000;    0,000
482,400;  909,996;    0,000;    0,000
483,000;  860,147;    0,000;    0,000
483,600;  844,031;    0,000;    0,000
484,200;  908,998;    0,000;    0,000
484,800;  904,376;    0,000;    0,000
485,400;  914,146;    0,000;    0,000
486,000;  900,594;    0,000;    0,000
486,600;  911,276;    0,000;    0,000
487,200;  876,798;    0,000;    0,000
487,800;  878,082;    0,000;    0,000
488,400;  945,197;    0,000;    0,000
489,000;  848,638;    0,000;    0,000
489,600;  897,837;    0,000;    0,000
490,200;  944,157;    0,000;    0,000
490,800;  894,472;    0,000;    0,000
491,400;  905,860;    0,000;    0,000
492,000;  895,398;    0,000;    0,000
492,600;  941,968;    0,000;    0,000
493,200;  863,063;    0,000;    0,000
493,800;  896,286;    0,000;    0,000
494,400;  947,248;    0,000;    0,000
495,000;  1001,315;    0,000;    0,000
495,600;  916,166;    0,000;    0,000
496,200;  945,432;    0,000;    0,000
496,800;  930,740;    0,000;    0,000
497,400;  878,873;    0,000;    0,000
498,000;  932,900;    0,000;    0,000
498,600;  908,578;    0,000;    0,000
499,200;  855,991;    0,000;    0,000
499,800;  922,783;    0,000;    0,000
500,400;  895,236;    0,000;    0,000
501,000;  850,527;    0,000;    0,000
501,600;  875,725;    0,000;    0,000
502,200;  869,149;    0,000;    0,000
502,800;  906,600;    0,000;    0,000
503,400;  894,980;    0,000;    0,000
504,000;  938,980;    0,000;    0,000
504,600;  922,161;    0,000;    0,000
505,200;  919,471;    0,000;    0,000
505,800;  872,165;    0,000;    0,000
506,400;  908,151;    0,000;    0,000
507,000;  897,988;    0,000;    0,000
507,600;  880,398;    0,000;    0,000
508,200;  856,782;    0,000;    0,000
508,800;  813,042;    0,000;    0,000
509,400;  882,984;    0,000;    0,000
510,000;  903,764;    0,000;    0,000
510,600;  930,061;    0,000;    0,000
511,200;  838,264;    0,000;    0,000
511,800;  918,185;    0,000;    0,000
512,400;  820,776;    0,000;    0,000
513,000;  902,433;    0,000;    0,000
513,600;  896,227;    0,000;    0,000
514,200;  861,790;    0,000;    0,000
514,800;  829,708;    0,000;    0,000
515,400;  894,433;    0,000;    0,000
516,000;  921,355;    0,000;    0,000
516,600;  894,905;    0,000;    0,000
517,200;  850,398;    0,000;    0,000
517,800;  881,402;    0,000;    0,000
518,400;  939,768;    0,000;    0,000
519,000;  866,956;    0,000;    0,000
519,600;  896,882;    0,000;    0,000
520,200;  923,563;    0,000;    0,000
520,800;  894,363;    0,000;    0,000
521,400;  821,319;    0,000;    0,000
522,000;  862,199;    0,000;    0,000
522,600;  933,229;    0,000;    0,000
523,200;  907,004;    0,000;    0,000
523,800;  891,816;    0,000;    0,000
524,400;  926,191;    0,000;    0,000
525,000;  921,156;    0,000;    0,000
525,600;  912,030;    0,000;    0,000
526,200;  945,862;    0,000;    0,000
526,800;  890,823;    0,000;    0,000
527,400;  960,882;    0,000;    0,000
528,000;  900,413;    0,000;    0,000
528,600;  907,021;    0,000;    0,000
529,200;  917,051;    0,000;    0,000
529,800;  876,585;    0,000;    0,000
530,400;  933,869;    0,000;    0,000
531,000;  851,806;    0,000;    0,000
531,600;  880,213;    0,000;    0,000
532,200;  882,006;    0,000;    0,000
532,800;  860,984;    0,000;    0,000
533,400;  935,484;    0,000;    0,000
534,000;  901,396;    0,000;    0,000
534,600;  876,785;    0,000;    0,000
535,200;  881,978;    0,000;    0,000
535,800;  910,465;    0,000;    0,000
536,400;  882,578;    0,000;    0,000
537,000;  910,587;    0,000;    0,000
537,600;  867,635;    0,000;    0,000
538,200;  909,619;    0,000;    0,000
538,800;  925,676;    0,000;    0,000
539,400;  905,837;    0,000;    0,000
540,000;  830,107;    0,000;    0,000
540,600;  880,126;    0,000;    0,000
541,200;  895,688;    0,000;    0,000
541,800;  810,025;    0,000;    0,000
542,400;  914,361;    0,000;    0,000
543,000;  865,981;    0,000;    0,000
543,600;  809,616;    0,000;    0,000
544,200;  928,594;    0,000;    0,000
544,800;  874,893;    0,000;    0,000
545,400;  881,659;    0,000;    0,000
546,000;  850,039;    0,000;    0,000
546,600;  883,211;    0,000;    0,000
547,200;  862,770;    0,000;    0,000
547,800;  963,776;    0,000;    0,000
548,400;  895,912;    0,000;    0,000
549,000;  917,914;    0,000;    0,000
549,600;  902,972;    0,000;    0,000
550,200;  955,665;    0,000;    0,000
550,800;  891,561;    0,000;    0,000
551,400;  901,391;    0,000;    0,000
552,000;  916,137;    0,000;    0,000
552,600;  862,355;    0,000;    0,000
553,200;  894,382;    0,000;    0,000
553,800;  846,895;    0,000;    0,000
554,400;  937,609;    0,000;    0,000
555,000;  896,186;    0,000;    0,000
555,600;  941,842;    0,000;    0,000
556,200;  874,919;    0,000;    0,000
556,800;  910,703;    0,000;    0,000
557,400;  940,078;    0,000;    0,000
558,000;  923,762;    0,000;    0,000
558,600;  892,587;    0,000;    0,000
559,200;  849,130;    0,000;    0,000
559,800;  854,980;    0,000;    0,000
560,400;  874,865;    0,000;    0,000
561,000;  857,921;    0,000;    0,000
561,600;  845,898;    0,000;    0,000
562,200;  889,859;    0,000;    0,000
562,800;  909,937;    0,000;    0,000
563,400;  877,160;    0,000;    0,000
564,000;  863,977;    0,000;    0,000
564,600;  865,533;    0,000;    0,000
565,200;  873,412;    0,000;    0,000
565,800;  880,903;    0,000;    0,000
566,400;  900,565;    0,000;    0,000
567,000;  940,727;    0,000;    0,000
567,600;  829,526;    0,000;    0,000
568,200;  885,325;    0,000;    0,000
568,800;  843,650;    0,000;    0,000
569,400;  822,611;    0,000;    0,000
570,000;  898,889;    0,000;    0,000
570,600;  868,252;    0,000;    0,000
571,200;  896,077;    0,000;    0,000
571,800;  855,246;    0,000;    0,000
572,400;  874,688;    0,000;    0,000
573,000;  885,148;    0,000;    0,000
573,600;  864,767;    0,000;    0,000
574,200;  841,044;    0,000;    0,000
574,800;  901,345;    0,000;    0,000
575,400;  876,284;    0,000;    0,000
576,000;  879,591;    0,000;    0,000
576,600;  929,640;    0,000;    0,000
577,200;  899,716;    0,000;    0,000
577,800;  836,091;    0,000;    0,000
578,400;  873,159;    0,000;    0,000
579,000;  897,813;    0,000;    0,000
579,600;  851,950;    0,000;    0,000
580,200;  890,678;    0,000;    0,000
580,800;  881,253;    0,000;    0,000
581,400;  868,712;    0,000;    0,000
582,000;  856,371;    0,000;    0,000
582,600;  882,650;    0,000;    0,000
583,200;  855,777;    0,000;    0,000
583,800;  849,905;    0,000;    0,000
584,400;  887,901;    0,000;    0,000
585,000;  832,101;    0,000;    0,000
585,600;  834,431;    0,000;    0,000
586,200;  871,344;    0,000;    0,000
586,800;  852,173;    0,000;    0,000
587,400;  806,993;    0,000;    0,000
588,000;  870,373;    0,000;    0,000
588,600;  856,668;    0,000;    0,000
589,200;  816,541;    0,000;    0,000
589,800;  815,132;    0,000;    0,000
590,400;  809,506;    0,000;    0,000
591,000;  795,808;    0,000;    0,000
591,600;  796,266;    0,000;    0,000
592,200;  835,352;    0,000;    0,000
592,800;  886,152;    0,000;    0,000
593,400;  861,539;    0,000;    0,000
594,000;  861,722;    0,000;    0,000
594,600;  866,411;    0,000;    0,000
595,200;  847,387;    0,000;    0,000
595,800;  852,665;    0,000;    0,000
596,400;  813,456;    0,000;    0,000
597,000;  836,030;    0,000;    0,000
597,600;  795,020;    0,000;    0,000
598,200;  870,575;    0,000;    0,000
598,800;  861,650;    0,000;    0,000
599,400;  892,631;    0,000;    0,000
600,000;  819,591;    0,000;    0,000
600,600;  852,094;    0,000;    0,000
601,200;  845,227;    0,000;    0,000
601,800;  803,331;    0,000;    0,000
602,400;  798,252;    0,000;    0,000
603,000;  883,428;    0,000;    0,000
603,600;  749,928;    0,000;    0,000
604,200;  841,604;    0,000;    0,000
604,800;  770,964;    0,000;    0,000
605,400;  849,478;    0,000;    0,000
606,000;  836,986;    0,000;    0,000
606,600;  836,992;    0,000;    0,000
607,200;  893,335;    0,000;    0,000
607,800;  813,072;    0,000;    0,000
608,400;  799,176;    0,000;    0,000
609,000;  879,305;    0,000;    0,000
609,600;  830,754;    0,000;    0,000
610,200;  772,908;    0,000;    0,000
610,800;  823,385;    0,000;    0,000
611,400;  837,726;    0,000;    0,000
